,identifier_Id,identifier_fips,identifier_apn,identifier_attomId,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_loctype,area_countrysecsubd,area_countyuse1,area_muncode,area_munname,area_subdname,area_taxcodearea,address_country,address_countrySubd,address_line1,address_line2,address_locality,address_matchCode,address_oneLine,address_postal1,address_postal2,address_postal3,location_accuracy,location_latitude,location_longitude,location_distance,location_geoid,location_geoIdV4_CO,location_geoIdV4_CS,location_geoIdV4_DB,location_geoIdV4_N4,location_geoIdV4_PL,location_geoIdV4_SB,location_geoIdV4_ZI,summary_absenteeInd,summary_propclass,summary_propsubtype,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propLandUse,summary_propIndicator,summary_legal1,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplccount,building_interior_fplcind,building_interior_fplctype,building_construction_condition,building_construction_constructiontype,building_construction_frameType,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgsNum,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_view,building_summary_viewCode,vintage_lastModified,vintage_pubDate,sale_salesearchdate,sale_saleTransDate,sale_amount_salerecdate,sale_amount_saledisclosuretype,sale_amount_saledoctype,sale_amount_saledocnum,sale_amount_saletranstype,sale_interfamily,sale_resaleornewconstruction,sale_cashormortgagepurchase,sale_vintage_lastModified,building_rooms_bathspartial,building_summary_unitsCount,sale_amount_saleamt,sale_calculation_pricepersizeunit,lot_poolind,area_srvyRange,area_srvySection,area_srvyTownship,sale_foreclosure,area_subdtractnum,utilities_heatingfuel
26,731870,56021,12365001200090,731870,9,0.1948577,8488,NO POOL,12,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CENTURY WEST,0150,US,WY,5110 TEN SLEEP DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5110 TEN SLEEP DR, CHEYENNE, WY 82009",82009,4939,C030,Rooftop,41.165950,-104.787824,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102326, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e43b630f809ae2cd918a8ed63d15966d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"CENTURY WEST, 4TH FILING: LOT 9, BLOCK 12",,FORCED AIR,1382,2262,1382,1382,LIVING SQFT,1382,2,3.0,440.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Built-in",440.0,2,"Garage, Built-in",SPLIT LEVEL,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-14,2024-10-14,2009-12-16,2009-12-15,2009-12-16,1,,2143/1441,Resale,N,M,,2024-10-14,1.0,,212240.0,153.57,,,,,,,
27,1672959,56021,14128003700000,1672959,,7.13,310583,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1333 MAHOGANY CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1333 MAHOGANY CT, CHEYENNE, WY 82009",82009,9053,H060,Rooftop,41.194525,-105.236357,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2004,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 37",,FORCED AIR,2288,2908,2288,2288,LIVING SQFT,2288,2,3.0,,,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,SHED,ALUMINUM/VINYL,Mixed,1820.0,7,Mixed,,1,CONVENTIONAL HOUSE,HOUSE,3,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-10-28,2022-10-28,2012-02-27,2012-02-20,2012-02-27,1,DEED,0000585832,Resale,N,M,M,2022-10-28,1.0,,295943.0,129.35,YES,,,,,37,
28,1672960,56021,14128005600000,1672960,,5.98,260489,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1364 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1364 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.197083,-105.236287,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2000,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 56",,FORCED AIR,2084,3294,2084,2084,LIVING SQFT,2084,2,2.0,490.0,,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",720.0,3,"Garage, Attached",,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-15,2024-10-15,2020-09-25,2020-09-25,2020-09-25,1,,2696/2595,Resale,N,M,,2024-10-15,,,613750.0,294.51,,,,,,56,
29,1672961,56021,14128005700000,1672961,,5.48,238709,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1365 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1365 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.196765,-105.233841,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1996,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 57",,FORCED AIR,2436,3860,2436,2436,LIVING SQFT,2436,3,4.0,808.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,CATHEDRAL/CLERESTORY,WOOD,"Garage, Built-in",616.0,2,"Garage, Built-in",,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-11-09,2022-11-09,2015-03-02,2015-02-27,2015-03-02,1,DEED,0000655797,Resale,N,M,M,2022-11-09,1.0,,359999.0,147.78,YES,,,,,57,
30,1672962,56021,14128003000000,1672962,,5.64,245678,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1324 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1324 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.191915,-105.232156,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1998,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 30",CENTRAL,BASEBOARD,2291,5742,2291,2291,LIVING SQFT,2291,3,3.0,2331.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,OTHER (NOT CLASSIFIED),"Garage, Attached",1120.0,4,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-15,2024-10-15,2015-04-21,2015-04-20,2015-04-21,1,,2440/0096,Resale,N,M,,2024-10-15,,,449625.0,196.26,YES,,,,,30,ELECTRIC
31,1672963,56021,14128006000000,1672963,,6.17,268765,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1381 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1381 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.199302,-105.231539,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1997,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 60",,FORCED AIR,2280,3240,2280,2280,LIVING SQFT,2280,3,3.0,960.0,FINISHED,,,,AVERAGE,LOG,,METAL,GABLE,LOGS,"Garage, Detached",1200.0,5,"Garage, Detached",TLOG HOME,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,,,,,,1,,,,N,,,,,,,,,,,,,60,
32,1672964,56021,00014007009020,1672964,,38.78,1689257,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,,0117,US,WY,1393 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1393 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.201871,-105.233095,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1994,SFR,10,"14-70: NE1/4 NE1/4 SEC 9, EXCEPT A STRIP 40' IN WIDTH ALONG ENTIRE NORTH SIDE ADJACENT AND ADJOINING THE SOUTH LINE OF SEC 4",,FORCED AIR,1560,3120,1560,1560,LIVING SQFT,1560,2,3.0,1560.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Basement",660.0,2,"Garage, Basement",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,LOW,CONVENTIONAL HOUSE,VIEW - NONE,000,2023-04-14,2023-04-14,2012-05-01,2012-04-30,2012-05-01,1,,2273/0075,Resale,N,M,,2023-04-14,1.0,,250000.0,160.26,YES,70,09,14,,,
33,1672965,56021,00014007010020,1672965,,38.79,1689692,INDOOR POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,,0117,US,WY,1431 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1431 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7360,H060,Rooftop,41.198268,-105.223449,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1998,SFR,10,"14-70: SE1/4 NW1/4 SEC 10, EXCEPT (1.21 AC) A STRIP 40' WIDE ALONG AND PARALLEL WITH THE NORTH SIDE OF THE SE1/4 NW1/4",YES,FORCED AIR,2208,4966,2208,2208,LIVING SQFT,2208,3,3.0,2182.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",576.0,2,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,,,,,,1,,,,N,,,,,,,,YES,70,10,14,,,
34,1672966,56021,14128005400000,1672966,,6.16,268330,SPA/HOT TUB (ONLY),,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,271 LONE TREE CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"271 LONE TREE CT, CHEYENNE, WY 82009",82009,9005,H060,Rooftop,41.198104,-105.237846,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1982,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 54",,BASEBOARD,2387,3527,2387,2387,LIVING SQFT,2387,2,4.0,1140.0,FINISHED,1.0,Y,YES,AVERAGE,LOG,,COMPOSITION SHINGLE,GABLE,LOGS,"Garage, Detached",552.0,2,"Garage, Detached",TLOG HOME,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-14,2024-10-14,2014-09-04,2014-09-02,2014-09-04,1,,2405/0448,Resale,N,M,,2024-10-14,2.0,,286901.0,120.19,YES,,,,,54,ELECTRIC
35,1672967,56021,14128006300000,1672967,,11.0,479160,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,268 LONE TREE CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"268 LONE TREE CT, CHEYENNE, WY 82009",82009,9005,H060,Rooftop,41.199376,-105.238293,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1993,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 63",,FORCED AIR,3424,6848,3424,3424,LIVING SQFT,3424,2,3.0,3424.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Basement",936.0,4,"Garage, Basement",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,,,,,,1,,,,N,,,,1.0,,,,YES,,,,,63,
36,1672968,56021,14128005800000,1672968,,5.77,251341,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,281 VALLEY VIEW CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"281 VALLEY VIEW CT, CHEYENNE, WY 82009",82009,7370,H060,Rooftop,41.197883,-105.233361,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,ABSENTEE(MAIL AND SITUS NOT =),Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1999,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 58",,FORCED AIR,1549,2269,1549,1549,LIVING SQFT,1549,2,2.0,,,,,,AVERAGE,LOG,,COMPOSITION SHINGLE,GABLE,LOGS,"Garage, Attached",720.0,3,"Garage, Attached",TLOG HOME,1,CONVENTIONAL HOUSE,HOUSE,2,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-08-01,2024-08-01,2022-10-06,2022-09-30,2022-10-06,1,,02807/1930,Resale,N,M,,2024-08-01,,,,,,,,,,58,
37,1672969,56021,14128003900000,1672969,,7.2,313632,NO POOL,,VIEW - NONE,Laramie,10102,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1345 CURT GOWDY DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1345 CURT GOWDY DR, CHEYENNE, WY 82009",82009,9006,H060,Rooftop,41.194592,-105.239747,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 39",,RADIANT,1640,3264,1640,1640,LIVING SQFT,1640,3,3.0,1624.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Basement",672.0,2,"Garage, Basement",RANCH,1,MOBILE HOME,MOBILE HOME,1,LOW,MOBILE HOME,VIEW - NONE,000,2023-04-14,2023-04-14,2007-06-07,2007-05-31,2007-06-07,1,,2011/0815,Resale,N,M,,2023-04-14,,,349563.0,213.15,,,,,,39,ELECTRIC
38,1695613,56021,12365001300180,1695613,18,0.1492195,6500,NO POOL,13,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CENTURY WEST,0150,US,WY,5220 BOWIE DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5220 BOWIE DR, CHEYENNE, WY 82009",82009,4924,C030,Rooftop,41.166667,-104.786855,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102326, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e43b630f809ae2cd918a8ed63d15966d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"CENTURY WEST, 4TH FILING: LOT 18, BLOCK 13",YES,FORCED AIR,1956,2876,1956,1956,LIVING SQFT,1956,2,3.0,440.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Built-in",480.0,2,"Garage, Built-in",SPLIT LEVEL,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-01-30,2024-01-30,2023-06-02,2023-06-01,2023-06-02,1,,0002837/70,Resale,N,M,,2024-01-30,1.0,,354280.0,181.12,,,,,,,
39,1695614,56021,12365001100110,1695614,11,0.2307851,10053,NO POOL,11,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CENTURY WEST,0150,US,WY,5145 KING ARTHUR WAY,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5145 KING ARTHUR WAY, CHEYENNE, WY 82009",82009,4907,C030,Rooftop,41.166009,-104.789604,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102326, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e43b630f809ae2cd918a8ed63d15966d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"CENTURY WEST, 4TH FILING: LOT 11, BLOCK 11",,FORCED AIR,1944,2542,1944,1944,LIVING SQFT,1944,2,3.0,,,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",598.0,2,"Garage, Attached",SPLIT LEVEL,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-11-05,2022-11-05,2011-12-22,2011-12-13,2011-12-22,1,DEED,0000581873,Resale,N,M,M,2022-11-05,1.0,,155530.0,80.01,,,,,P,,
40,1695615,56021,18786000200160,1695615,16,0.2066116,9000,NO POOL,2,VIEW - NONE,Laramie,100  ,LA,LARAMIE,THE BLUFFS,0150,US,WY,2325 PLAIN VIEW RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"2325 PLAIN VIEW RD, CHEYENNE, WY 82009",82009,4436,C048,Rooftop,41.168457,-104.784541,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102225, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,3ee6d0eb46d4ea8c1cce8b57ce3e6d96,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1990,SFR,10,"THE BLUFFS, 4TH FILING: LOT 16, BLOCK 2",,FORCED AIR,2096,3542,2096,2096,LIVING SQFT,2096,3,4.0,940.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Built-in",506.0,2,"Garage, Built-in",,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2018-07-04,2018-07-04,2014-06-24,2014-06-20,2014-06-24,1,DEED,0000640324,Resale,N,M,M,2018-07-04,1.0,,272168.0,129.85,,,,,,,
41,1695616,56021,12365001400130,1695616,13,0.1704545,7425,NO POOL,14,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CENTURY WEST,0150,US,WY,5010 POINT BLF,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5010 POINT BLF, CHEYENNE, WY 82009",82009,5010,C030,Rooftop,41.164923,-104.785940,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102326, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e43b630f809ae2cd918a8ed63d15966d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"CENTURY WEST, 4TH FILING: LOT 13, BLOCK 14",,FORCED AIR,1266,2088,1266,1266,LIVING SQFT,1266,2,2.0,366.0,,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",456.0,2,"Garage, Attached",SPLIT LEVEL,1,CONVENTIONAL HOUSE,HOUSE,2,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-09-28,2022-09-28,2022-03-14,2022-02-23,2022-03-14,1,,02779/2153,Resale,N,M,,2022-09-28,,,331067.0,261.51,,,,,,,
